Protein	Neighborhood.Class	Compartment.Class
ALDH7A1	Cytosol	Unclassified
ALDOA	Cytosol	Unclassified
ALG13	Cytosol	Unclassified
ALKBH3	Cytosol	Unclassified
ALKBH4	Cytosol	Unclassified
ALKBH6	Cytosol	Unclassified
ALKBH8	Cytosol	Unclassified
ALMS1	Cytosol	Unclassified
ALOXE3	Cytosol	Unclassified
ALS2CL	Cytosol	Unclassified
AMD1	Cytosol	Unclassified
AMDHD2	Cytosol	Unclassified
AMMECR1	Cytosol	Unclassified
AMOTL2	Cytosol	Unclassified
AMPD2	Cytosol	Unclassified
AMPD3	Cytosol	Unclassified
AMZ1	Cytosol	Unclassified
AMZ2	Cytosol	Unclassified
ANAPC1	Cytosol	Unclassified
ANAPC11	Cytosol	Unclassified
ANAPC15	Cytosol	Unclassified
ANAPC16	Cytosol	Unclassified
ANAPC2	Cytosol	Unclassified
ANAPC4	Cytosol	Unclassified
ANAPC5	Cytosol	Unclassified
ANK1	Cytosol	Unclassified
ANK2	Cytosol	Unclassified
ANK3	Cytosol	Unclassified
ANKFY1	Cytosol	Unclassified
ANKRA2	Cytosol	Unclassified
ANKRD13A	Cytosol	Unclassified
ANKRD13B	Cytosol	Unclassified
ANKRD13D	Cytosol	Unclassified
ANKRD16	Cytosol	Unclassified
ANKRD17	Cytosol	Unclassified
ANKRD26	Cytosol	Unclassified
ANKRD36C	Cytosol	Unclassified
ANKRD39	Cytosol	Unclassified
ANKRD40	Cytosol	Unclassified
ANKRD49	Cytosol	Unclassified
ANKRD52	Cytosol	Unclassified
ANKRD54	Cytosol	Unclassified
ANKRD9	Cytosol	Unclassified
ANKS1A	Cytosol	Unclassified
ANKS6	Cytosol	Unclassified
ANKZF1	Cytosol	Unclassified
ANXA11	Cytosol	Unclassified
ANXA2	Cytosol	Unclassified
ANXA3	Cytosol	Unclassified
ANXA4	Cytosol	Unclassified
AP1B1	Cytosol	Unclassified
AP1S2	Cytosol	Unclassified
AP1S3	Cytosol	Unclassified
AP3B2	Cytosol	Unclassified
AP3M2	Cytosol	Unclassified
AP3S2	Cytosol	Unclassified
AP4B1	Cytosol	Unclassified
AP4M1	Cytosol	Unclassified
AP4S1	Cytosol	Unclassified
AP5B1	Cytosol	Unclassified
AP5M1	Cytosol	Unclassified
AP5S1	Cytosol	Unclassified
AP5Z1	Cytosol	Unclassified
APAF1	Cytosol	Unclassified
APBA1	Cytosol	Unclassified
APBA2	Cytosol	Unclassified
APBB2	Cytosol	Unclassified
APC	Cytosol	Unclassified
APCS	Cytosol	Unclassified
APEH	Cytosol	Unclassified
APEX2	Cytosol	Unclassified
APIP	Cytosol	Unclassified
APOA1	Cytosol	Unclassified
APOA2	Cytosol	Unclassified
APOA4	Cytosol	Unclassified
APOB	Cytosol	Unclassified
APOH	Cytosol	Unclassified
APPBP2	Cytosol	Unclassified
APPL2	Cytosol	Unclassified
APRT	Cytosol	Unclassified
AR	Cytosol	Unclassified
ARAF	Cytosol	Unclassified
ARAP1	Cytosol	Unclassified
ARAP2	Cytosol	Unclassified
ARF4	Cytosol	Unclassified
ARF5	Cytosol	Unclassified
ARFGAP1	Cytosol	Unclassified
ARFGEF2	Cytosol	Unclassified
ARFIP1	Cytosol	Unclassified
ARFIP2	Cytosol	Unclassified
ARHGAP1	Cytosol	Unclassified
ARHGAP10	Cytosol	Unclassified
ARHGAP12	Cytosol	Unclassified
ARHGAP17	Cytosol	Unclassified
ARHGAP18	Cytosol	Unclassified
ARHGAP24	Cytosol	Unclassified
ARHGAP26	Cytosol	Unclassified
ARHGAP29	Cytosol	Unclassified
ARHGAP44	Cytosol	Unclassified
ARHGAP5	Cytosol	Unclassified
ARHGDIB	Cytosol	Unclassified
ARHGEF1	Cytosol	Unclassified
ARHGEF10	Cytosol	Unclassified
ARHGEF11	Cytosol	Unclassified
ARHGEF12	Cytosol	Unclassified
ARHGEF16	Cytosol	Unclassified
ARHGEF19	Cytosol	Unclassified
ARHGEF2	Cytosol	Unclassified
ARHGEF28	Cytosol	Unclassified
ARHGEF35	Cytosol	Unclassified
ARHGEF7	Cytosol	Unclassified
ARIH1	Cytosol	Unclassified
ARIH2	Cytosol	Unclassified
ARL14EP	Cytosol	Unclassified
ARL2	Cytosol	Unclassified
ARL2BP	Cytosol	Unclassified
ARL3	Cytosol	Unclassified
ARMC7	Cytosol	Unclassified
ARMC8	Cytosol	Unclassified
ARMCX5	Cytosol	Unclassified
ARPC1A	Cytosol	Unclassified
ARPC3	Cytosol	Unclassified
ARPC5	Cytosol	Unclassified
ARR3	Cytosol	Unclassified
ARRB1	Cytosol	Unclassified
ARRB2	Cytosol	Unclassified
AS3MT	Cytosol	Unclassified
ASB1	Cytosol	Unclassified
ASB13	Cytosol	Unclassified
ASB6	Cytosol	Unclassified
ASB9	Cytosol	Unclassified
ASCC1	Cytosol	Unclassified
ASCC2	Cytosol	Unclassified
ASCC3	Cytosol	Unclassified
ASL	Cytosol	Unclassified
ASMTL	Cytosol	Unclassified
ASNA1	Cytosol	Unclassified
ASNS	Cytosol	Unclassified
ASNSD1	Cytosol	Unclassified
ASRGL1	Cytosol	Unclassified
ASS1	Cytosol	Unclassified
ATAT1	Cytosol	Unclassified
ATG10	Cytosol	Unclassified
ATG12	Cytosol	Unclassified
ATG13	Cytosol	Unclassified
ATG14	Cytosol	Unclassified
ATG16L1	Cytosol	Unclassified
ATG2A	Cytosol	Unclassified
ATG3	Cytosol	Unclassified
ATG4B	Cytosol	Unclassified
ATG4C	Cytosol	Unclassified
ATHL1	Cytosol	Unclassified
ATOX1	Cytosol	Unclassified
ATP4A	Cytosol	Unclassified
ATP6V1B1	Cytosol	Unclassified
ATP6V1B2	Cytosol	Unclassified
ATP6V1D	Cytosol	Unclassified
ATP6V1G1	Cytosol	Unclassified
ATP6V1H	Cytosol	Unclassified
ATXN10	Cytosol	Unclassified
ATXN2L	Cytosol	Unclassified
ATXN3	Cytosol	Unclassified
ATXN7	Cytosol	Unclassified
ATXN7L3B	Cytosol	Unclassified
AURKA	Cytosol	Unclassified
AXIN1	Cytosol	Unclassified
AZGP1	Cytosol	Unclassified
AZI2	Cytosol	Unclassified
AZIN1	Cytosol	Unclassified
B3GNTL1	Cytosol	Unclassified
BABAM1	Cytosol	Unclassified
BACH1	Cytosol	Unclassified
BAG3	Cytosol	Unclassified
BAG4	Cytosol	Unclassified
BAG5	Cytosol	Unclassified
BAG6	Cytosol	Unclassified
BAIAP2L1	Cytosol	Unclassified
BBS2	Cytosol	Unclassified
BBS9	Cytosol	Unclassified
BCAR1	Cytosol	Unclassified
BCAS1	Cytosol	Unclassified
BCAS4	Cytosol	Unclassified
BCDIN3D	Cytosol	Unclassified
BCL10	Cytosol	Unclassified
BCL3	Cytosol	Unclassified
BECN1	Cytosol	Unclassified
BICD2	Cytosol	Unclassified
BID	Cytosol	Unclassified
BIN1	Cytosol	Unclassified
BIRC2	Cytosol	Unclassified
BLMH	Cytosol	Unclassified
BLOC1S2	Cytosol	Unclassified
BLOC1S3	Cytosol	Unclassified
BLOC1S4	Cytosol	Unclassified
BLOC1S5	Cytosol	Unclassified
BLOC1S6	Cytosol	Unclassified
BLVRA	Cytosol	Unclassified
BMPER	Cytosol	Unclassified
BNIP2	Cytosol	Unclassified
BOD1	Cytosol	Unclassified
BOLA1	Cytosol	Unclassified
BORA	Cytosol	Unclassified
BPGM	Cytosol	Unclassified
BPNT1	Cytosol	Unclassified
BRAF	Cytosol	Unclassified
BRAP	Cytosol	Unclassified
BRAT1	Cytosol	Unclassified
BRCC3	Cytosol	Unclassified
BRE	Cytosol	Unclassified
BRIP1	Cytosol	Unclassified
BRK1	Cytosol	Unclassified
BROX	Cytosol	Unclassified
BRSK2	Cytosol	Unclassified
BSDC1	Cytosol	Unclassified
BTBD7	Cytosol	Unclassified
BTG1	Cytosol	Unclassified
BUB1	Cytosol	Unclassified
BUB1B	Cytosol	Unclassified
BZW1	Cytosol	Unclassified
C10orf76	Cytosol	Unclassified
C10orf88	Cytosol	Unclassified
C11orf49	Cytosol	Unclassified
C11orf54	Cytosol	Unclassified
C11orf68	Cytosol	Unclassified
C11orf73	Cytosol	Unclassified
C11orf74	Cytosol	Unclassified
C12orf23	Cytosol	Unclassified
C12orf29	Cytosol	Unclassified
C12orf4	Cytosol	Unclassified
C12orf44	Cytosol	Unclassified
C12orf5	Cytosol	Unclassified
C12orf57	Cytosol	Unclassified
C12orf66	Cytosol	Unclassified
C14orf79	Cytosol	Unclassified
C14orf80	Cytosol	Unclassified
C15orf40	Cytosol	Unclassified
C15orf41	Cytosol	Unclassified
C15orf57	Cytosol	Unclassified
C16orf13	Cytosol	Unclassified
C16orf62	Cytosol	Unclassified
C16orf72	Cytosol	Unclassified
C16orf96	Cytosol	Unclassified
C17orf103	Cytosol	Unclassified
C17orf53	Cytosol	Unclassified
C17orf70	Cytosol	Unclassified
C17orf75	Cytosol	Unclassified
C18orf8	Cytosol	Unclassified
C19orf54	Cytosol	Unclassified
C19orf55	Cytosol	Unclassified
C19orf60	Cytosol	Unclassified
C19orf66	Cytosol	Unclassified
C1orf106	Cytosol	Unclassified
C1orf109	Cytosol	Unclassified
C1orf116	Cytosol	Unclassified
C1orf198	Cytosol	Unclassified
C1orf50	Cytosol	Unclassified
C1orf53	Cytosol	Unclassified
C1orf74	Cytosol	Unclassified
C1orf86	Cytosol	Unclassified
C1QB	Cytosol	Unclassified
C1R	Cytosol	Unclassified
C1S	Cytosol	Unclassified
C20orf27	Cytosol	Unclassified
C21orf59	Cytosol	Unclassified
C21orf91	Cytosol	Unclassified
C2CD5	Cytosol	Unclassified
C2orf44	Cytosol	Unclassified
C2orf69	Cytosol	Unclassified
C2orf74	Cytosol	Unclassified
C2orf76	Cytosol	Unclassified
C3	Cytosol	Unclassified
C3orf38	Cytosol	Unclassified
C4BPA	Cytosol	Unclassified
C4BPB	Cytosol	Unclassified
C4orf21	Cytosol	Unclassified
C4orf33	Cytosol	Unclassified
C4orf46	Cytosol	Unclassified
C5	Cytosol	Unclassified
C5orf30	Cytosol	Unclassified
C5orf34	Cytosol	Unclassified
C5orf51	Cytosol	Unclassified
C5orf54	Cytosol	Unclassified
C6	Cytosol	Unclassified
C6orf106	Cytosol	Unclassified
C6orf211	Cytosol	Unclassified
C6orf62	Cytosol	Unclassified
C7	Cytosol	Unclassified
C7orf49	Cytosol	Unclassified
C7orf60	Cytosol	Unclassified
C8A	Cytosol	Unclassified
C8orf37	Cytosol	Unclassified
C9	Cytosol	Unclassified
C9orf142	Cytosol	Unclassified
C9orf156	Cytosol	Unclassified
C9orf16	Cytosol	Unclassified
C9orf40	Cytosol	Unclassified
C9orf64	Cytosol	Unclassified
C9orf72	Cytosol	Unclassified
CA2	Cytosol	Unclassified
CA8	Cytosol	Unclassified
CAB39	Cytosol	Unclassified
CAB39L	Cytosol	Unclassified
CACNB3	Cytosol	Unclassified
CACYBP	Cytosol	Unclassified
CAD	Cytosol	Unclassified
CADPS2	Cytosol	Unclassified
CALB1	Cytosol	Unclassified
CALCOCO1	Cytosol	Unclassified
CALCOCO2	Cytosol	Unclassified
CALML3	Cytosol	Unclassified
CALML5	Cytosol	Unclassified
CAMK1D	Cytosol	Unclassified
CAMK2B	Cytosol	Unclassified
CAMK2G	Cytosol	Unclassified
CAMK2N1	Cytosol	Unclassified
CAMKK1	Cytosol	Unclassified
CAMKK2	Cytosol	Unclassified
CAMSAP1	Cytosol	Unclassified
CAMSAP2	Cytosol	Unclassified
CAMSAP3	Cytosol	Unclassified
CAND1	Cytosol	Unclassified
CAND2	Cytosol	Unclassified
CAPG	Cytosol	Unclassified
CAPN13	Cytosol	Unclassified
CAPN15	Cytosol	Unclassified
CAPN9	Cytosol	Unclassified
CAPNS1	Cytosol	Unclassified
CAPS	Cytosol	Unclassified
CAPZA1	Cytosol	Unclassified
CAPZA2	Cytosol	Unclassified
CAPZB	Cytosol	Unclassified
CARD10	Cytosol	Unclassified
CARD8	Cytosol	Unclassified
CARHSP1	Cytosol	Unclassified
CARKD	Cytosol	Unclassified
CARM1	Cytosol	Unclassified
CARS	Cytosol	Unclassified
CASKIN1	Cytosol	Unclassified
CASP2	Cytosol	Unclassified
CASP6	Cytosol	Unclassified
CASP8	Cytosol	Unclassified
CASP9	Cytosol	Unclassified
CBFB	Cytosol	Unclassified
CBLB	Cytosol	Unclassified
CBR1	Cytosol	Unclassified
CBR3	Cytosol	Unclassified
CBWD2	Cytosol	Unclassified
CBY1	Cytosol	Unclassified
CC2D1A	Cytosol	Unclassified
CC2D1B	Cytosol	Unclassified
CCBL1	Cytosol	Unclassified
CCBL2	Cytosol	Unclassified
CCDC101	Cytosol	Unclassified
CCDC102A	Cytosol	Unclassified
CCDC104	Cytosol	Unclassified
CCDC122	Cytosol	Unclassified
CCDC124	Cytosol	Unclassified
CCDC132	Cytosol	Unclassified
CCDC170	Cytosol	Unclassified
CCDC22	Cytosol	Unclassified
CCDC23	Cytosol	Unclassified
CCDC28A	Cytosol	Unclassified
CCDC37	Cytosol	Unclassified
CCDC41	Cytosol	Unclassified
CCDC50	Cytosol	Unclassified
CCDC53	Cytosol	Unclassified
CCDC57	Cytosol	Unclassified
CCDC66	Cytosol	Unclassified
CCDC83	Cytosol	Unclassified
CCDC85B	Cytosol	Unclassified
CCDC85C	Cytosol	Unclassified
CCDC88C	Cytosol	Unclassified
CCDC91	Cytosol	Unclassified
CCDC92	Cytosol	Unclassified
CCDC93	Cytosol	Unclassified
CCDC97	Cytosol	Unclassified
CCHCR1	Cytosol	Unclassified
CCM2	Cytosol	Unclassified
CCNA2	Cytosol	Unclassified
CCNDBP1	Cytosol	Unclassified
CCP110	Cytosol	Unclassified
CCR8	Cytosol	Unclassified
CCS	Cytosol	Unclassified
CCT6B	Cytosol	Unclassified
CCT7	Cytosol	Unclassified
CD2AP	Cytosol	Unclassified
CDC16	Cytosol	Unclassified
CDC25B	Cytosol	Unclassified
CDC25C	Cytosol	Unclassified
CDC26	Cytosol	Unclassified
CDC34	Cytosol	Unclassified
CDC42	Cytosol	Unclassified
CDC42BPA	Cytosol	Unclassified
CDC42BPB	Cytosol	Unclassified
CDC42BPG	Cytosol	Unclassified
CDC42EP2	Cytosol	Unclassified
CDC42EP4	Cytosol	Unclassified
CDCA4	Cytosol	Unclassified
CDK1	Cytosol	Unclassified
CDK16	Cytosol	Unclassified
CDK18	Cytosol	Unclassified
CDK2	Cytosol	Unclassified
CDK4	Cytosol	Unclassified
CDK5	Cytosol	Unclassified
CDK5RAP2	Cytosol	Unclassified
CDK6	Cytosol	Unclassified
CDKN1C	Cytosol	Unclassified
CDKN2B	Cytosol	Unclassified
CDKN2C	Cytosol	Unclassified
CDKN2D	Cytosol	Unclassified
CDKN3	Cytosol	Unclassified
CDR2	Cytosol	Unclassified
CDR2L	Cytosol	Unclassified
CDV3	Cytosol	Unclassified
CENPE	Cytosol	Unclassified
CENPJ	Cytosol	Unclassified
CEP104	Cytosol	Unclassified
CEP112	Cytosol	Unclassified
CEP170	Cytosol	Unclassified
CEP192	Cytosol	Unclassified
CEP250	Cytosol	Unclassified
CEP55	Cytosol	Unclassified
CEP63	Cytosol	Unclassified
CEP76	Cytosol	Unclassified
CEP78	Cytosol	Unclassified
CEP85	Cytosol	Unclassified
CEP85L	Cytosol	Unclassified
CEP95	Cytosol	Unclassified
CEP97	Cytosol	Unclassified
CETN2	Cytosol	Unclassified
CETN3	Cytosol	Unclassified
CFD	Cytosol	Unclassified
CFH	Cytosol	Unclassified
CFHR5	Cytosol	Unclassified
CFI	Cytosol	Unclassified
CFL1	Cytosol	Unclassified
CFL2	Cytosol	Unclassified
CGN	Cytosol	Unclassified
CGNL1	Cytosol	Unclassified
CHAC2	Cytosol	Unclassified
CHEK1	Cytosol	Unclassified
CHKB	Cytosol	Unclassified
CHML	Cytosol	Unclassified
CHMP2A	Cytosol	Unclassified
CHMP2B	Cytosol	Unclassified
CHMP4A	Cytosol	Unclassified
CHMP4B	Cytosol	Unclassified
CHMP4C	Cytosol	Unclassified
CHMP5	Cytosol	Unclassified
CHMP7	Cytosol	Unclassified
CHN1	Cytosol	Unclassified
CHORDC1	Cytosol	Unclassified
CIAO1	Cytosol	Unclassified
CINP	Cytosol	Unclassified
CIT	Cytosol	Unclassified
CKAP5	Cytosol	Unclassified
CKB	Cytosol	Unclassified
CKS2	Cytosol	Unclassified
CLASP1	Cytosol	Unclassified
CLEC16A	Cytosol	Unclassified
CLEC3B	Cytosol	Unclassified
CLIC1	Cytosol	Unclassified
CLIC3	Cytosol	Unclassified
CLIC4	Cytosol	Unclassified
CLIC6	Cytosol	Unclassified
CLIP1	Cytosol	Unclassified
CLIP2	Cytosol	Unclassified
CLUAP1	Cytosol	Unclassified
CLUH	Cytosol	Unclassified
CMBL	Cytosol	Unclassified
CMIP	Cytosol	Unclassified
CMTR2	Cytosol	Unclassified
CNBP	Cytosol	Unclassified
CNDP1	Cytosol	Unclassified
CNDP2	Cytosol	Unclassified
CNN2	Cytosol	Unclassified
CNOT8	Cytosol	Unclassified
CNTN4	Cytosol	Unclassified
CNTRL	Cytosol	Unclassified
COA4	Cytosol	Unclassified
COASY	Cytosol	Unclassified
COBLL1	Cytosol	Unclassified
COG1	Cytosol	Unclassified
COG2	Cytosol	Unclassified
COG3	Cytosol	Unclassified
COG4	Cytosol	Unclassified
COG5	Cytosol	Unclassified
COG6	Cytosol	Unclassified
COG7	Cytosol	Unclassified
COG8	Cytosol	Unclassified
COL1A2	Cytosol	Unclassified
COL3A1	Cytosol	Unclassified
COL4A3BP	Cytosol	Unclassified
COL7A1	Cytosol	Unclassified
COL9A2	Cytosol	Unclassified
COMMD1	Cytosol	Unclassified
COMMD10	Cytosol	Unclassified
COMMD2	Cytosol	Unclassified
COMMD3	Cytosol	Unclassified
COMMD4	Cytosol	Unclassified
COMMD5	Cytosol	Unclassified
COMMD6	Cytosol	Unclassified
COMMD7	Cytosol	Unclassified
COMMD8	Cytosol	Unclassified
COMMD9	Cytosol	Unclassified
COMP	Cytosol	Unclassified
COMT	Cytosol	Unclassified
COPA	Cytosol	Unclassified
COPB1	Cytosol	Unclassified
COPB2	Cytosol	Unclassified
COPE	Cytosol	Unclassified
COPG2	Cytosol	Unclassified
COPRS	Cytosol	Unclassified
COPS2	Cytosol	Unclassified
COPS3	Cytosol	Unclassified
COPS4	Cytosol	Unclassified
COPS5	Cytosol	Unclassified
COPS6	Cytosol	Unclassified
COPS7A	Cytosol	Unclassified
COPS7B	Cytosol	Unclassified
COPS8	Cytosol	Unclassified
COPZ1	Cytosol	Unclassified
CORO7	Cytosol	Unclassified
CP	Cytosol	Unclassified
CPEB2	Cytosol	Unclassified
CPEB3	Cytosol	Unclassified
CPLX1	Cytosol	Unclassified
CPN2	Cytosol	Unclassified
CPNE1	Cytosol	Unclassified
CPNE2	Cytosol	Unclassified
CPNE3	Cytosol	Unclassified
CPNE4	Cytosol	Unclassified
CPNE7	Cytosol	Unclassified
CPSF3	Cytosol	Unclassified
CRABP1	Cytosol	Unclassified
CRABP2	Cytosol	Unclassified
CRADD	Cytosol	Unclassified
CRBN	Cytosol	Unclassified
CRIP2	Cytosol	Unclassified
CRISP3	Cytosol	Unclassified
CRK	Cytosol	Unclassified
CRKL	Cytosol	Unclassified
CROCC	Cytosol	Unclassified
CRTC3	Cytosol	Unclassified
CRYAA	Cytosol	Unclassified
CRYBG3	Cytosol	Unclassified
CRYL1	Cytosol	Unclassified
CRYZ	Cytosol	Unclassified
CRYZL1	Cytosol	Unclassified
CSAD	Cytosol	Unclassified
CSDE1	Cytosol	Unclassified
CSE1L	Cytosol	Unclassified
CSNK1G1	Cytosol	Unclassified
CSNK2A1	Cytosol	Unclassified
CSNK2A2	Cytosol	Unclassified
CSPP1	Cytosol	Unclassified
CSRP1	Cytosol	Unclassified
CSRP3	Cytosol	Unclassified
CSTA	Cytosol	Unclassified
CSTF2T	Cytosol	Unclassified
CTAGE5	Cytosol	Unclassified
CTC1	Cytosol	Unclassified
CTGF	Cytosol	Unclassified
CTH	Cytosol	Unclassified
CTNNBIP1	Cytosol	Unclassified
CTPS1	Cytosol	Unclassified
CTPS2	Cytosol	Unclassified
CTTN	Cytosol	Unclassified
CTTNBP2NL	Cytosol	Unclassified
CTU1	Cytosol	Unclassified
CTXN1	Cytosol	Unclassified
CUEDC1	Cytosol	Unclassified
CUL1	Cytosol	Unclassified
CUL2	Cytosol	Unclassified
CUL3	Cytosol	Unclassified
CUL4A	Cytosol	Unclassified
CUL5	Cytosol	Unclassified
CXorf38	Cytosol	Unclassified
CYB5R4	Cytosol	Unclassified
CYFIP1	Cytosol	Unclassified
CYFIP2	Cytosol	Unclassified
CYLD	Cytosol	Unclassified
CYP4Z1	Cytosol	Unclassified
CYTH1	Cytosol	Unclassified
CYTH2	Cytosol	Unclassified
CYTH3	Cytosol	Unclassified
DAB2IP	Cytosol	Unclassified
DALRD3	Cytosol	Unclassified
DAPK3	Cytosol	Unclassified
DARS	Cytosol	Unclassified
DBNDD1	Cytosol	Unclassified
DCAF10	Cytosol	Unclassified
DCAF11	Cytosol	Unclassified
DCAF6	Cytosol	Unclassified
DCAF7	Cytosol	Unclassified
DCK	Cytosol	Unclassified
DCST1	Cytosol	Unclassified
DCTD	Cytosol	Unclassified
DCTN1	Cytosol	Unclassified
DCTN2	Cytosol	Unclassified
DCTN3	Cytosol	Unclassified
DCTN4	Cytosol	Unclassified
DCTN5	Cytosol	Unclassified
DCTN6	Cytosol	Unclassified
DCTPP1	Cytosol	Unclassified
DCUN1D1	Cytosol	Unclassified
DCXR	Cytosol	Unclassified
DDAH2	Cytosol	Unclassified
DDB1	Cytosol	Unclassified
DDI2	Cytosol	Unclassified
DDT	Cytosol	Unclassified
DDX19A	Cytosol	Unclassified
DDX43	Cytosol	Unclassified
DEF6	Cytosol	Unclassified
DENND1A	Cytosol	Unclassified
DENND1B	Cytosol	Unclassified
DENND3	Cytosol	Unclassified
DENND4A	Cytosol	Unclassified
DENND4B	Cytosol	Unclassified
DENND4C	Cytosol	Unclassified
DENND6A	Cytosol	Unclassified
DENR	Cytosol	Unclassified
DEPDC5	Cytosol	Unclassified
DEPTOR	Cytosol	Unclassified
DESI1	Cytosol	Unclassified
DET1	Cytosol	Unclassified
DFNB31	Cytosol	Unclassified
DGCR6L	Cytosol	Unclassified
DGKA	Cytosol	Unclassified
DGKD	Cytosol	Unclassified
DGKH	Cytosol	Unclassified
DGKQ	Cytosol	Unclassified
DHFR	Cytosol	Unclassified
DHPS	Cytosol	Unclassified
DHRS11	Cytosol	Unclassified
DHRS12	Cytosol	Unclassified
DHX29	Cytosol	Unclassified
DHX32	Cytosol	Unclassified
DIAPH3	Cytosol	Unclassified
DIP2A	Cytosol	Unclassified
DIP2B	Cytosol	Unclassified
DIP2C	Cytosol	Unclassified
DIS3L	Cytosol	Unclassified
DIS3L2	Cytosol	Unclassified
DLGAP5	Cytosol	Unclassified
DLX1	Cytosol	Unclassified
DMKN	Cytosol	Unclassified
DMPK	Cytosol	Unclassified
DMTN	Cytosol	Unclassified
DMWD	Cytosol	Unclassified
DNAAF2	Cytosol	Unclassified
DNAH1	Cytosol	Unclassified
DNAJA1	Cytosol	Unclassified
DNAJA2	Cytosol	Unclassified
DNAJA4	Cytosol	Unclassified
DNAJB2	Cytosol	Unclassified
DNAJB4	Cytosol	Unclassified
DNAJB5	Cytosol	Unclassified
DNAJC12	Cytosol	Unclassified
DNAJC18	Cytosol	Unclassified
DNAJC22	Cytosol	Unclassified
DNAJC6	Cytosol	Unclassified
DNAJC7	Cytosol	Unclassified
DNAL4	Cytosol	Unclassified
DNM1L	Cytosol	Unclassified
DNPEP	Cytosol	Unclassified
DNPH1	Cytosol	Unclassified
DOC2A	Cytosol	Unclassified
DOCK5	Cytosol	Unclassified
DOK1	Cytosol	Unclassified
DOK7	Cytosol	Unclassified
DPCD	Cytosol	Unclassified
DPH1	Cytosol	Unclassified
DPH2	Cytosol	Unclassified
DPH5	Cytosol	Unclassified
DPP3	Cytosol	Unclassified
DPP8	Cytosol	Unclassified
DPP9	Cytosol	Unclassified
DPYSL2	Cytosol	Unclassified
DPYSL3	Cytosol	Unclassified
DPYSL4	Cytosol	Unclassified
DPYSL5	Cytosol	Unclassified
DRG1	Cytosol	Unclassified
DSCR3	Cytosol	Unclassified
DSP	Cytosol	Unclassified
DST	Cytosol	Unclassified
DSTN	Cytosol	Unclassified
DTD2	Cytosol	Unclassified
DTNBP1	Cytosol	Unclassified
DTWD2	Cytosol	Unclassified
DTX3	Cytosol	Unclassified
DTX3L	Cytosol	Unclassified
DUS2	Cytosol	Unclassified
DUS4L	Cytosol	Unclassified
DUSP12	Cytosol	Unclassified
DUSP14	Cytosol	Unclassified
DUSP23	Cytosol	Unclassified
DUSP3	Cytosol	Unclassified
DUSP9	Cytosol	Unclassified
DUT	Cytosol	Unclassified
DVL2	Cytosol	Unclassified
DVL3	Cytosol	Unclassified
DYM	Cytosol	Unclassified
DYNC1I2	Cytosol	Unclassified
DYNC1LI2	Cytosol	Unclassified
DYNC2H1	Cytosol	Unclassified
DYNC2LI1	Cytosol	Unclassified
DYNLL1	Cytosol	Unclassified
DYNLL2	Cytosol	Unclassified
DYNLRB1	Cytosol	Unclassified
DYRK1A	Cytosol	Unclassified
DYRK1B	Cytosol	Unclassified
DZANK1	Cytosol	Unclassified
E2F4	Cytosol	Unclassified
E2F5	Cytosol	Unclassified
E4F1	Cytosol	Unclassified
ECD	Cytosol	Unclassified
ECE2	Cytosol	Unclassified
ECM1	Cytosol	Unclassified
EDA	Cytosol	Unclassified
EDARADD	Cytosol	Unclassified
EDC3	Cytosol	Unclassified
EDC4	Cytosol	Unclassified
EDF1	Cytosol	Unclassified
EEF1D	Cytosol	Unclassified
EEF1G	Cytosol	Unclassified
EEFSEC	Cytosol	Unclassified
EFCAB2	Cytosol	Unclassified
EFTUD1	Cytosol	Unclassified
EHBP1	Cytosol	Unclassified
EHD1	Cytosol	Unclassified
EHD2	Cytosol	Unclassified
EHD3	Cytosol	Unclassified
EHD4	Cytosol	Unclassified
EID1	Cytosol	Unclassified
EIF1	Cytosol	Unclassified
EIF1AD	Cytosol	Unclassified
EIF2AK1	Cytosol	Unclassified
EIF2AK4	Cytosol	Unclassified
EIF2B3	Cytosol	Unclassified
EIF2B4	Cytosol	Unclassified
EIF2B5	Cytosol	Unclassified
EIF2D	Cytosol	Unclassified
EIF2S1	Cytosol	Unclassified
EIF2S2	Cytosol	Unclassified
EIF2S3	Cytosol	Unclassified
EIF3B	Cytosol	Unclassified
EIF3D	Cytosol	Unclassified
EIF3E	Cytosol	Unclassified
EIF3G	Cytosol	Unclassified
EIF3H	Cytosol	Unclassified
EIF3J	Cytosol	Unclassified
EIF3K	Cytosol	Unclassified
EIF3M	Cytosol	Unclassified
EIF4A1	Cytosol	Unclassified
EIF4E	Cytosol	Unclassified
EIF4E2	Cytosol	Unclassified
EIF4EBP1	Cytosol	Unclassified
EIF4EBP2	Cytosol	Unclassified
EIF4G1	Cytosol	Unclassified
EIF4G2	Cytosol	Unclassified
EIF4G3	Cytosol	Unclassified
EIF5A2	Cytosol	Unclassified
EIF5B	Cytosol	Unclassified
EIF6	Cytosol	Unclassified
ELMOD3	Cytosol	Unclassified
ELP2	Cytosol	Unclassified
ELP3	Cytosol	Unclassified
ELP6	Cytosol	Unclassified
EML1	Cytosol	Unclassified
EML2	Cytosol	Unclassified
EML3	Cytosol	Unclassified
EML4	Cytosol	Unclassified
ENAH	Cytosol	Unclassified
ENO1	Cytosol	Unclassified
ENO2	Cytosol	Unclassified
ENOPH1	Cytosol	Unclassified
ENOSF1	Cytosol	Unclassified
ENSA	Cytosol	Unclassified
EPHX2	Cytosol	Unclassified
